,Choroid Plexus,Neural Stem,Neuroblast,Ependymal
Acox1,8.954259627305953,0.24104151697754997,2.6084712318977556e-08,0.17939743953131096
Acox3,0.20582698936205795,0.21476811367705634,0.7723439176765199,0.09098955697747692
Acoxl,1.391779392322351,0.34963182027852785,0.013178478376881483,0.38901697952964903
Acp5,0.4385984863488838,0.12467162673633181,0.6313550160854926,0.07523084095512189
Acsbg1,0.001042124843824087,2.889912619519946,0.21751111415783003,0.684914060026624
Acsbg2,2.2362662829800266,0.1721689425235095,0.0319692568347414,0.06279212779284718
Acsf2,2.493988072994854,0.3713899025328943,0.000924021241885336,0.3933261549575685
Acsl5,2.2442229759348264,0.3757261813384937,0.0007158403619838742,0.6482726206840271
Acsm1,2.2195904703992793,0.367411708320207,0.0029502313324504285,0.2614478742814844
Acsm2,1.3027773279759958,0.49733697133803,0.0011450345351701008,1.3248428217093338
Acsm5,5.266130510072748,0.00818817784373667,0.006362733549072968,0.1654728829569517
Acss1,2.9152131324905564,0.1867314894033462,0.018807372193961874,0.021725803458133956
Actl7a,0.08077003629302351,0.4806208734687265,0.28821174281972406,0.8967198625527664
Actl9,0.16368179169703778,0.13534766492703965,0.8584185310152084,0.22739739652178415
Actn3,1.1158377638187142,0.185994728233615,0.1833295989678318,0.047058520903372654
Actr10,1.7181454425224847,0.296902485684913,0.03150316848059888,0.08010961162656338
Actrt3,0.2968025729820201,0.7570465493260857,0.11107123128291431,0.28404319636254377
Adam11,1.2180196600955273,0.43500885244234505,0.00896150865919388,0.5533658809891793
Adam12,0.966765082635964,0.1433553169651813,0.2597612770931078,0.05920909075648642
Adam17,4.780084031516198,0.013137586419458157,0.009217936128588854,0.13183312277819226
Adam19,1.24507277437943,0.10894370278453804,0.05869315619768885,0.5446237853191973
Adam1b,4.34274686749143,0.15968389896085206,0.0027097610307264893,0.025587627982744957
Adam2,0.9963525358029116,0.10005524692850092,0.29690941055993925,0.0707705790555606
Adam21,1.160278714226755,0.16338462310567428,0.12835712983244105,0.12022096228743266
Adam5,1.2370336059883773,0.10552411362409402,0.061210446502540684,0.5468994507833592
Adam9,9.306093371862454,0.012634213618351568,6.415067046272629e-06,0.2932201594377275
Adamts13,1.2015192407566047,1.3379026379020285,0.004889202810649635,0.05586524935241808
Adamts2,0.26885400970956796,0.2656919739633021,0.5560194572237467,0.09722986027651355
Adamtsl2,3.535860803510813,0.26264532884115976,0.002699899019921937,0.04205173252966726
Adamtsl4,0.16374327498856056,0.7845080947030634,0.1595068196048815,0.40564476778633113
Adap1,0.20637156865752837,0.7207164582005557,0.2784984074138013,0.109129088117377
Adarb1,4.942393752044562,0.13384348337598884,0.0016377206985086227,0.02295100779335626
Adck5,3.3617358144589926,0.023118893878768376,0.04390383393572911,0.07801108595587429
Adcy1,0.5152554399701856,0.9346288122866222,0.05055012627139923,0.15529648432368826
Adcy2,0.05620018676879265,3.6358657042232587,0.043857511683290384,0.06664277940118914
Adcy3,0.7342306455963896,0.4492194507519982,0.08788761363115437,0.15414739522497498
Adcy9,1.3353529001400162,0.10306127649306068,0.12323951506469226,0.16382135643004972
Add3,7.605375306367751,0.08680507393242982,2.1932495118930775e-05,0.07268078393067813
Adh7,0.5288071371014182,0.24892616442122323,0.36083554849735616,0.06497321342894732
Adipor1,9.350175804918562,0.3992043959711192,8.635199749629105e-09,0.06971569142832616
Adipor2,4.068154833567526,0.06432922508308357,0.003975156988452259,0.14579001928527666
Adrb3,0.05687572176490071,0.13405503195483626,0.2368181185993572,3.8889839631918983
Adss,1.141872444100794,0.19022191711285008,0.041785801076444286,0.5191066652436155
Aff2,2.3631595491257675,0.08057385990536622,0.04022581889315683,0.12512058424872133
Afg3l2,3.81592094684456,0.5928723014914179,0.00011257933765635785,0.07507958514380784
Agap1,0.9014062433598864,0.2117794524677264,0.07627950721149061,0.4122907756063299
Agap2,0.03038971415548621,1.0334558775705955,0.3517445636379057,0.4261229447640909
Agbl2,1.2723251858660707,0.4494297815362065,0.0030663563478056646,0.9675177051437084
Agfg2,2.2651279679831196,0.5726553232061562,0.0007661506368240093,0.2913377357616113
Aggf1,4.477666118726112,0.031183221193285583,0.00431624633035191,0.1814901323711973
Agl,3.143692594413403,0.07231414092990597,0.010685280445100219,0.1877671787928035
Ago1,0.2901509988361668,0.2985506309397802,0.4867005985968026,0.09638702292177735
Ago2,5.049061269307747,0.0054032587616105405,0.017364268616399947,0.09698894937799099
Agpat3,1.7625108327152514,0.7424509299075377,0.005803083388917805,0.06312936512369895
Agpat4,1.5324818106734168,0.044465983487932806,0.14635851527852894,0.2130758942511774
Agps,1.4981452129542803,0.10116629419002574,0.13638481407771968,0.08405811707841053
Agrn,0.05403414342315695,0.5964480112537256,1.1789296547051586,0.01289986635227522
Agtr1a,1.5422578155813211,0.865395201719861,0.009566610449506423,0.035573345090624896
Ahcyl2,31.89005061812439,5.887935702035105e-06,3.502384320652104e-11,0.0021617905204792316
Ahr,2.063946950882352,0.2452599928517389,0.02917700809634419,0.052728009548561945
Ahrr,3.683027689279067,0.15559877355561072,0.002143457697976693,0.12892426494588366
Aicda,3.0665428158846715,0.0929717929567383,0.02303634275448915,0.04979016978759368
Aif1l,0.8507010153867265,0.09704198424007907,0.3347414987531628,0.09901363798363443
Aifm3,30.112929464942535,1.745012327374361e-05,1.692206659978009e-11,0.007450526330120572
Aip,2.2195904703992793,0.07236328696509987,0.030563375913002733,0.2791514273009959
Aire,1.8391275597899766,0.4362528260663604,0.003857523676645528,0.31155311824896137
Ak4,1.7686474569460673,0.4242726236371782,0.021604996231683896,0.04980914007005499
Ak5,1.404822357387964,0.4958096125031358,0.01111846381832244,0.23330157958990644
Akap1,0.5783180565951549,0.16347362096375725,0.3921530702324018,0.09208548628310513
Akap5,0.16966927625153327,0.8978057179853557,0.1643383952578634,0.269224720762009
Akap6,0.006896295404966328,0.5683988202395537,1.4719459466008176,0.132890750134057
Akt3,0.730762710599212,1.7614007061575954,0.01650170146335879,0.02057001404465772
Aldh1a3,0.6477275614792259,0.04417281332375835,0.7780184385160266,0.052737823392560626
Aldh2,44.020239135857295,4.694574185369425e-06,-0.0,0.01765345599237728
Aldh3a1,1.504304410514337,0.5103087880774693,0.0210689758749449,0.0707705790555606
Aldh5a1,1.6173642163014925,0.2812332326624574,0.03165803407350849,0.11970053698272705
Aldh7a1,4.578855705696712,0.07517872082303444,0.004134212994690282,0.04446896053548626
Alg11,7.183589187600904,0.06296483526798412,0.00023196367450508936,0.024242607595620132
Alg12,3.96304888941655,0.07006779075887097,0.004572633559370117,0.13089370412431403
Alms1,3.34388783726813,0.018972172474884978,0.05939168474127308,0.05920909075648642
Alox12,1.601388734625888,0.265689334936121,0.039927411585109415,0.09721987667004207
Alox12b,1.4400484084874579,0.3181090807498206,0.026737408068244796,0.18986962153070075
Alpk1,1.4708811769247436,0.4497623088521058,0.0333577294633556,0.05273721005916493
Alpk3,1.283904703331483,0.02100621891836732,0.3370691675533446,0.16346656394733222
Alpl,3.3820383953043724,0.14501039421284442,0.0039545400635009826,0.12945207901239833
Als2,3.863150338626361,0.11434570795019157,0.004173969003212433,0.07771438235950107
Als2cl,1.4107111127566823,0.16315929405998253,0.06993239300779892,0.17154648740151088
Alx3,6.132149544125543,0.0847405145627441,0.00035213569975725567,0.04706030097283461
Alx4,1.829005247976935,0.2097759767673224,0.02100866973422426,0.21402363554024179
Ambra1,6.587574128853811,0.01579672430705685,0.0009507706299207008,0.10625467653934845
Amdhd1,6.000858306551955,0.022830675965831576,0.002928160045152224,0.04205287653219318
Amer1,3.0124586017041817,0.06466334584663601,0.012624374501922124,0.22440160937349074
Amfr,16.734306426703757,0.00025906207205156557,7.604308403845608e-07,0.0503586874619755
Amhr2,1.775261277243891,0.10782124019280366,0.034505972551479296,0.34755647454514305
Amigo1,4.629905706629627,0.05581777814758632,0.004806308737568199,0.05584696135475943
Amot,4.064106131921174,0.05678843043547128,0.006081282490133783,0.10879578698716247
Amotl2,8.592370462699938,0.00017464599460029347,0.00682543554844404,0.059324343186155086
Ampd3,0.9962689341495649,0.1522327116279799,0.14389761919729013,0.18986962153070075
Angel1,0.3603480089471621,0.9751445549346647,0.02390698772150831,0.6859196884007095
Angptl1,1.3369037263040982,0.4950452310468588,0.0065237809441809885,0.44574494744822346
Angptl4,3.3840658325591106,0.0847405145627441,0.017288506485010003,0.04706030097283461
Angptl7,1.5578376595124666,0.24876441234755764,0.05608812886893244,0.0707705790555606
Ankk1,0.9073227510562115,0.3471227470964074,0.11517081244729847,0.08005290788329379
Ankmy2,2.0034888401959003,0.3464648681693549,0.01265296468461208,0.09901900235034361
Ankrd13c,1.0380815172145161,0.24876441234755764,0.05868223101012296,0.3106655563770876
Ankrd13d,0.56633966036075,0.49715267265236146,0.008708658631697182,1.830616037376786
Ankrd16,1.6252619090966411,0.07074485606030397,0.07989544812792572,0.2665706664303159
Ankrd24,2.565003538287488,0.08246092418137488,0.015218715405047316,0.28404319636254377
Ankrd28,0.36019626318900655,0.4070098398488724,0.23005768995477882,0.20148873778477877
Ankrd29,1.1025108298694049,0.23415438624533078,0.1623275161730896,0.039771321343396025
Ankrd34c,1.7425642131765047,0.01579338168418785,0.23232736599932372,0.15560844014826283
Ankrd44,2.5820848488709136,0.09078972184838717,0.052825076094939825,0.035599064388274794
Ankrd45,1.0996468606046252,0.4077681876301506,0.01981256673626907,0.40078285986824824
Ankrd50,2.1250275237751723,0.25815732164388033,0.020538998682692513,0.0707743243232124
Ankrd52,2.191897347440096,0.4861064689008822,0.008333604155900431,0.04205459251266855
Ankrd63,0.5345994230355586,0.3567417247340343,0.29368294194067684,0.047060894321977687
Anks1,3.058212075019789,0.035702235618325404,0.02517772613446647,0.18645166107431996
Anks4b,0.05687572176490071,0.38780618591783667,0.9902447187543134,0.11171177220510704
Anln,0.45560921470624727,0.0698366751085112,0.5400606692992728,0.26451429746301075
Ano10,1.1813086657769847,0.12446289590720114,0.07108632888987461,0.4359067579995999
Ano6,6.552937323390356,0.01672374274082418,0.0006150718788580452,0.15496833756442263
Antxr1,14.010307935372223,0.0025129944324815178,9.274164813221184e-07,0.06830448024731411
Antxrl,4.835680011456672,0.06540585488496997,0.001292324433799085,0.13878427217395137
Anxa4,3.3525625582300527,0.147885064702559,0.0032095886137916427,0.16346656394733222
Anxa6,4.011591621556991,0.31622268510162677,0.001047370188760497,0.03029167074255213
Aox1,4.592813858206279,0.13147224398055818,0.00027302606829780995,0.2528471389596685
Ap1b1,5.79040118731015,0.058210933512149905,0.0016943393409911494,0.025968414494265755
Ap2a1,0.8025218967264373,0.07598542361686676,0.23936351339137973,0.3527224597844979
Ap2a2,0.728926606245796,0.15154772508276426,0.30170624266669915,0.10413553976669161
Ap3b2,0.05349659284151667,0.5732824884279204,0.7542557934020511,0.12872219765829723
Ap3d1,8.572540453691058,0.014743871722495576,0.0006490566485573859,0.009011518671833588
Ap5b1,2.025253409014599,0.4497841593743973,0.0035627938974794565,0.21634660216848245
Apba1,0.16625765296516298,1.4888472370234176,0.05957458911888936,0.32175673914213077
Aph1b,0.4491781576613011,1.1335754064058352,0.03238669846945399,0.23156185878684146
Aplp2,15.366406862490564,0.23110148967369734,2.247230155015259e-11,0.011658247098095495
Apmap,10.127579518083284,0.0013323640777727383,0.00019882729996973736,0.08810060137310985
Apod,0.8529157183079918,0.08957814660105251,0.39722357702835515,0.0666262852053883
Apold1,2.937295881662511,0.1050733020532595,0.023909942918155333,0.04980827786931848
Appbp2,1.8033891491705796,0.07457174091817236,0.14852162595542845,0.04448340473996589
Appl2,0.5410633415335896,0.08095988721756464,0.4331030903773885,0.2556575337171516
Aqp3,0.9073227510562115,0.14949594337689462,0.11517081244729847,0.36811974670034536
Aqp4,1.7686108428599323,0.059222970656118736,0.02096440382982667,0.9743091184132698
Aqp7,1.0947062657343958,0.6766973356472433,0.010601138886188697,0.2802186167973775
Ar,0.4441674187681727,0.4736728530894786,0.14299530175842737,0.22556278165601837
Arap1,2.688120679213518,0.25615253843515584,0.00269603934285488,0.23566312432606717
Arap2,0.016984272691742082,1.3953653714220262,0.5935415705623897,0.08528733102479344
Arc,0.6112741122596086,0.9445616495373759,0.04270278215067177,0.11907216691693151
Arfgap1,0.3216068267838437,0.35161141386690176,0.2286899102589792,0.3400938044738586
Arhgap1,0.5864372421739599,0.25167073950452723,0.05827527550766731,1.0355174961235663
Arhgap12,2.544864133117947,0.6839156837937073,0.0018638276338107942,0.03976907759392629
Arhgap19,4.450727481247891,0.04317647167243658,0.004830836130562843,0.11154260809676199
Arhgap23,1.2606187538222748,0.5567746677194377,0.01082633712926151,0.2716875333405081
Arhgap26,2.5820848488709136,0.09327936931823325,0.008175182688922405,0.4306644970892869
Arhgap29,0.10389157869934984,1.5601507274648585,0.08422424879208575,0.35174051845953475
Arhgap31,0.7862236531411536,0.45804159515677006,0.0725400484682778,0.16488317865086205
Arhgap33,0.0005502145353115524,0.3018722799292647,3.0638934823365185,0.14413095769881198
Arhgap36,1.7795703082223648,0.30249179750060096,0.02840423780439406,0.07523084095512189
Arhgap42,3.6481421830581713,0.024429607630546656,0.024119831025694774,0.11118462606887655
Arhgef10l,1.176125188738621,0.9405975627761504,0.005939309682224852,0.17269250065812347
Arhgef15,0.9261105430959036,0.20238503414898418,0.11938878871513948,0.21083291299991677
Arhgef16,10.477432258222384,0.005275310160906997,4.931537699393279e-06,0.26764783356613675
Arhgef19,2.221526866491937,0.4171526615587595,0.0015333157672103833,0.349049858225328
Arhgef28,2.3335205931542955,0.034648762178401,0.06349473153529563,0.19769647374303792
Arid3a,0.5938936896725675,0.040823136754549426,0.8735137328103895,0.04981396824488773
Arid5a,0.6501846634022443,0.17341448313278596,0.15784189645051916,0.42378858083710397
Arid5b,15.073305734517842,0.0008042488699699342,1.2639072898125589e-06,0.059198577052557974
Arih1,0.5207674283713759,0.21109265924665008,0.22279103706196207,0.2987252084237465
Arih2,1.0620637910588833,0.17897730964438754,0.08486645069772634,0.2888552921065732
Arl13b,2.069884405416701,0.04847632655714139,0.043511808779261384,0.37106085089329305
Arl2bp,0.857253766104739,0.6194156614452678,0.06989670151097734,0.05653213363343374
Arl4d,0.8680400069099627,0.06618797413642108,0.4476253957835212,0.07119185313440818
Arl5b,2.683900636340641,0.5153188367811228,0.00043512802833194347,0.26644163814595256
Arl5c,5.091475869565417,0.007513911077099034,0.011527332951182773,0.11329247190139632
Arl8b,1.1331231986710075,0.18101236258594697,0.09314140567039514,0.20033618181693919
Armc7,1.7949494122353238,0.5701097047653816,0.016266263966052488,0.028563751126925038
Armc9,3.648775232191821,0.17390783393178308,0.0010149164166908234,0.22286332563021635
Armcx2,3.0747588411930553,0.04211898272772184,0.05687910563264909,0.03559487788298547
Armcx6,1.455745459194932,0.10850046073503455,0.1653963218472758,0.05273537003349504
Arnt,3.3840658325591106,0.08999745038177617,0.01612550747966422,0.04706030097283461
Arnt2,0.20627532567217477,0.6397467285103512,0.44738029080417374,0.03614080685376558
Arntl,1.5705741750008553,0.5397822852001968,0.024814984476339744,0.035596672116546386
Arpp19,0.7109039722769162,0.3797573320910158,0.032172628864234463,0.764334582343737
Arrb1,0.6847652577874728,1.1228670602609496,0.00946975254116766,0.33084672360970657
Arrdc1,1.8138845118487072,0.3844745003931228,0.023473690921401856,0.04980465653800549
Arrdc3,0.8035545140074443,0.08544384553659753,0.17046096397545765,0.5321501949149123
Arsi,0.1583962282776512,1.3700795790663776,0.1578436517653657,0.08528733102479344
Arsk,1.3070355670512328,0.4240259841096632,0.014659870305425808,0.3045099635782839
Artn,1.4706271122503125,0.04668272139869582,0.17497372269705533,0.16734858669501892
Asb2,0.6267998825786861,0.5082854300988593,0.06210603359122383,0.30823673072658947
Asb3,2.3512520925489837,0.0953182119570935,0.05793783697201526,0.04980707077471524
Asb7,2.134204171977829,0.039803603173493025,0.06050788213627236,0.26798404256928215
Ascc2,3.9374654746901223,0.0626440407095294,0.01988898422449665,0.018419616806959915
Ascl2,1.7997273590402547,0.10508201792574573,0.029189471611142145,0.41001051080377326
Asf1b,2.1270548755706784,0.006439043390297272,0.0605524847371142,1.0113893778769822
Asic1,2.014808145510577,0.19085901267667316,0.05270504754400179,0.03560165596479534
Asl,2.6069411412905352,0.0706112001976214,0.01730346573474177,0.2795410572287567
Asns,0.8928137778073029,1.0526590969789598,0.024646533383340864,0.04980707077471524
Asprv1,0.342898760537865,0.7228905458416791,0.1691497192846995,0.10409956588976893
Astl,1.8643879913534904,0.4274984316228797,0.004180602166997043,0.287385589709485
Astn1,1.528496358048798,0.4178383164157449,0.02548282592609993,0.08533546085946109
Asxl2,3.327080817367742,0.05003800646585294,0.007286128567548813,0.32282856329250126
Atad3a,3.6286819727276844,0.12871076806962947,0.009549518528588308,0.030179000426749317
Atf6,1.4185795222849815,0.15511668005341803,0.1242895591326271,0.059204039431191215
Atg14,3.339483337868648,0.08246092418137488,0.015218715405047316,0.0666359880987816
Atg16l2,1.4993254983328246,0.08404025205056329,0.04897238146256578,0.5263284935878587
Atg4c,1.9775937272621888,0.21866447172403888,0.028326774777069113,0.09098155803297768
Atg9a,0.5185315927625855,0.45324634358006605,0.13304283974992223,0.19373401098414164
Atic,2.947436404157136,0.00837013617520828,0.1448788855920587,0.05583076075862409
Atl3,9.988141244449954,0.03709747382375441,1.3827879043154578e-05,0.01946829262865592
Atm,1.2471018690138438,0.3194623520522664,0.057574957209137266,0.1040982417922641
Atoh1,1.08993500968399,0.06092315912632798,0.06010441366566977,1.1715004812551575
Atp10b,0.81449839773198,0.49733697133803,0.02623621748717754,0.4603429701495394
Atp11a,31.720350710052234,1.7673201368405207e-07,8.500932348737045e-12,0.09634811414214316
Atp2a1,2.9731298431409328,0.10563416757048814,0.007729823489233759,0.2108400260765952
Atp4a,2.2243931953225164,0.062282623473666754,0.013332890388012436,0.7090381678799447
Atp6v1b1,0.2971304029926417,1.3113900357118495,0.04392302835089697,0.2490983536510557
Atp7b,1.0250280303734884,0.2518016673312679,0.11904302933217294,0.09723052579485203
Atp8b5,1.4232555229357813,0.524959320745962,0.012305825865558099,0.17483812248032438
Atp9b,1.2486514496391024,0.03670492919092147,0.20826421534417155,0.28109190674637957
Atpaf2,1.824160389852271,1.3903401725279134,8.774248489245192e-05,0.31619192014359665
Atrn,0.7235516933097685,0.37587281705750164,0.1696088418546507,0.0627849050556046
Atrnl1,1.8334152695477013,0.4274984316228797,0.004180602166997043,0.3056761909489722
Aurkb,0.5356637625024229,0.003206329700973978,1.4896936856994918,0.1274957685296793
Auts2,0.09408816071052677,0.25778180902305226,0.7711785284197457,0.2753530364271402
Avpr1b,0.9073227510562115,1.8704764752377339,0.0028918817287665564,0.08005290788329379
Axl,0.12781763463899662,3.4216196392360114,0.0021256078482094257,0.655549685282986
B3galnt1,0.24737702112928667,0.7680410186803752,0.1526219257301706,0.22983837262360068
B3galnt2,1.8504785580024594,0.30160810280897543,0.03402003040008276,0.044480617423967125
B3galt2,1.4429229052140786,0.43724497550900276,0.02089221816214146,0.13133631750962824
B3galt6,1.0773510959420318,0.4000272191626191,0.04767057126535414,0.1518383725992546
B3gat1,0.2137351969004191,1.2774726721471434,0.05383414500682175,0.37541809657759995
B4galnt3,7.321597023978966,0.0035154244193973828,0.0018962867126109948,0.09968364492831062
B4galt1,3.817635250410988,0.07189401968554728,0.0027061708745469903,0.26043043664640936
B4galt2,4.156349275691921,0.03443123818519791,0.008452722598162071,0.12425758516286588
B4galt3,3.694113303816973,0.0661729073906273,0.0014081481857145934,0.5377612635244742
B4galt5,1.8361980855000883,0.316314358204652,0.012911295827718857,0.1768217432952195
B4galt7,6.026670624737368,0.24803666560227644,1.6388918546196952e-05,0.09806774895261974
B930092h01rik,4.658646903008411,0.029688390899806173,0.00364766784966674,0.17615978143320968
Baalc,1.2836616760481578,0.8609847114107126,0.0035891582574896154,0.26375309335935493
Bach2,0.8994133106669762,0.09222233490124926,0.3992236397482165,0.04980465653800549
Bambi,0.28913643487666185,0.34963182027852785,0.4585966282635941,0.08005025657495578
Bap1,1.7319743575090567,0.2513350669866135,0.07875512937439783,0.017218146547843156
Bard1,0.2285761127033399,0.9958338446406738,0.08715477719198968,0.3368852226788615
Barhl1,2.81305003206168,0.2484998797316873,0.0030663563478056646,0.1768466524876076
Barx2,0.06125040049245072,0.7904300357946079,0.15618864003756122,1.1715004812551575
Bbs10,1.487075403520719,0.2304500839703633,0.00986613944482816,0.7316263052681586
Bbs12,6.425781558526165,0.06667243943298512,0.0006360068483203602,0.022946174235617293
Bbs4,2.2205672806988943,0.5881201776036403,0.0066490506606780445,0.02856473472061298
Bc031361,2.9547709352626135,0.09816521611654488,0.0203867553697166,0.0707705790555606
Bcat1,2.887451755265491,0.047905653104172774,0.0030753047509048596,1.0250169776928477
Bckdha,7.86082844203635,0.06976970428968501,8.045144041843332e-05,0.02184779951853022
Bcl3,1.9632122424365468,0.06199574321133433,0.021368341107916314,0.70308455488402
Bcl7b,9.161804372659168,0.0032828548776176127,0.0021028800458306428,0.0056725434843151
Bcl9,0.8339263619673212,0.14962220181317887,0.26711666195556416,0.09137642240827742
Bdh1,5.290495509963098,0.07619625893095966,0.0003879914869571875,0.17285360588989915
Bdkrb1,2.2615851075271918,0.06938405266810342,0.07678368785375736,0.0627918268584881
Bdkrb2,3.3730787323181053,0.0888926254395663,0.01011863639493644,0.09722986027651355
Bend3,4.811893593076186,0.057616568124806915,0.0021310256881690213,0.10450103077400277
Bend4,0.6642726688866565,0.7964176439855819,0.01917002862200121,0.4040184937687155
Best2,1.6410579400826735,0.18267931130466752,0.02958966631202306,0.267602577074337
Best3,6.529432044019848,0.008497707229990801,0.006334008645404732,0.022948845418094548
Bhlhe41,1.029650723075799,0.5133425941979822,0.0203867553697166,0.30702758665642627
Bicd2,2.226821694267929,0.1501147741570309,0.04395883063626827,0.04837842743506801
Bin1,3.9595065082936087,0.17559084881074943,0.004776491320252985,0.020034044482810258
Bin3,4.806287781933528,0.13653627739089635,0.000207708854906073,0.2230930444006614
Bivm,0.3959055181636897,0.34317854536000314,0.16089861627209326,0.42721657036933225
Bloc1s5,4.420747685926868,0.07416502696791785,0.001104756827657241,0.2370419324130463
Bmp8a,2.45578643423236,0.03994147458430808,0.08470701653146841,0.07522886499986786
Bmper,0.839348498045094,1.1994317739481901,0.002710075712307496,0.4756232047215513
Bms1,3.4399683419869023,0.05940173716080314,0.025521675828584695,0.04085539009712519
Bnip2,2.9614868133508216,0.1444621409425681,0.004582227131914747,0.22915161915272012
Bod1l,5.572439135071942,0.0021424481357752343,0.053316015233085344,0.012543677575713345
Bok,0.2264512034847532,0.11859629367829488,1.0195647711516027,0.075231499594962
Bora,0.38618069031407465,0.3959905196434041,0.22018515737498384,0.1992083935367582
Bpgm,3.1282075370696405,0.37529359828005066,0.0008985194989470615,0.13588846023733867
Bpifb4,0.25228015475352145,0.4060831277538055,0.23654889380930139,0.3843995044390989
Brd2,0.029034087081744656,0.16611600983493724,1.8119237230814458,0.1258611222641644
Brf2,1.3463015112106207,0.5488711262879281,0.012225471771029946,0.19555622121069763
Bri3bp,0.6851661461915202,0.6541842186553206,0.03180925573608215,0.33753630441052607
Brpf3,0.2592333269997407,0.8989206204524174,0.09145302017737315,0.32588381683222756
Brwd3,8.924457449588543,0.14106889465384634,2.8837765352489704e-06,0.02423895334888715
Bsdc1,0.5799899232967443,0.7798911299857749,0.09607433175307814,0.05844224632742657
Bsn,0.6424153323371157,0.4820367051716824,0.15280876396646179,0.06363150091254537
Bspry,0.5497948395731419,1.1279476311031922,0.040569342603648334,0.09722986027651355
Btbd17,0.08988448012966783,0.45254136361201613,0.9751780987090601,0.03187314224033862
Btd,18.292210640951556,0.000717808717493684,1.0168642771247774e-07,0.019118909162719196
Btk,0.5187953734615871,0.7329693082405915,0.041187750432471346,0.3695878834755987
Btla,1.2313653830123787,0.564150553689994,0.03017344359052991,0.07522886499986786
Btn1a1,0.1383742265746607,0.20738880960613884,0.42343893866577353,0.8152838496869312
Bub1,1.8073035374988187,0.22174858040462908,0.058868747939505646,0.03762723768643689
Bub1b,0.1612199588295055,0.16871817323936958,1.1194908788112492,0.055892806531950674
Bub3,2.3327839083894104,0.05960605067556458,0.02870956220858351,0.30825362562490605
C030029h02rik,1.2408623424302898,0.23006584339648117,0.056175760519741824,0.21402363554024179
C1qtnf1,1.8566161453780583,0.08192926293373783,0.04705613769534555,0.2829347577200705
C2cd2,0.7536786065604935,0.12778579876358329,0.1864009414526552,0.3408961367403905
